timestamp,supply(kg),item,corporation,location
2022-04-07,200.0,TG,D,J
2022-04-08,405.0,TG,D,J
2022-04-09,45.0,TG,D,J
2022-04-10,0.0,TG,D,J
2022-04-11,1935.0,TG,D,J
2022-04-12,720.0,TG,D,J
2022-04-13,1330.0,TG,D,J
2022-04-14,456.0,TG,D,J
2022-04-15,80.0,TG,D,J
2022-04-16,1104.0,TG,D,J
2022-04-17,0.0,TG,D,J
2022-04-18,720.0,TG,D,J
2022-04-19,450.0,TG,D,J
2022-04-20,0.0,TG,D,J
2022-04-21,189.0,TG,D,J
2022-04-22,0.0,TG,D,J
2022-04-23,0.0,TG,D,J
2022-04-24,0.0,TG,D,J
2022-04-25,625.0,TG,D,J
2022-04-26,40.0,TG,D,J
2022-04-27,1100.0,TG,D,J
2022-04-28,1600.0,TG,D,J
2022-04-29,1602.0,TG,D,J
2022-04-30,675.0,TG,D,J
2022-05-01,0.0,TG,D,J
2022-05-02,0.0,TG,D,J
2022-05-03,600.0,TG,D,J
2022-05-04,954.0,TG,D,J
2022-05-05,450.0,TG,D,J
2022-05-06,150.0,TG,D,J
2022-05-07,195.0,TG,D,J
2022-05-08,0.0,TG,D,J
2022-05-09,450.0,TG,D,J
2022-05-10,450.0,TG,D,J
2022-05-11,855.0,TG,D,J
2022-05-12,70.0,TG,D,J
2022-05-13,0.0,TG,D,J
2022-05-14,100.0,TG,D,J
2022-05-15,0.0,TG,D,J
2022-05-16,0.0,TG,D,J
2022-05-17,0.0,TG,D,J
2022-05-18,395.0,TG,D,J
2022-05-19,420.0,TG,D,J
2022-05-20,130.0,TG,D,J
2022-05-21,300.0,TG,D,J
2022-05-22,0.0,TG,D,J
2022-05-23,395.0,TG,D,J
2022-05-24,150.0,TG,D,J
2022-05-25,355.0,TG,D,J
2022-05-26,0.0,TG,D,J
2022-05-27,500.0,TG,D,J
2022-05-28,395.0,TG,D,J
2022-05-29,0.0,TG,D,J
2022-05-30,150.0,TG,D,J
2022-05-31,0.0,TG,D,J
2022-06-01,150.0,TG,D,J
2022-06-02,380.0,TG,D,J
2022-06-03,215.0,TG,D,J
2022-06-04,400.0,TG,D,J
2022-06-05,0.0,TG,D,J
2022-06-06,150.0,TG,D,J
2022-06-07,225.0,TG,D,J
2022-06-08,100.0,TG,D,J
2022-06-09,0.0,TG,D,J
2022-06-10,0.0,TG,D,J
2022-06-11,280.0,TG,D,J
2022-06-12,0.0,TG,D,J
2022-06-13,0.0,TG,D,J
2022-06-14,0.0,TG,D,J
2022-06-15,0.0,TG,D,J
2022-06-16,245.0,TG,D,J
2022-06-17,320.0,TG,D,J
2022-06-18,565.0,TG,D,J
2022-06-19,0.0,TG,D,J
2022-06-20,0.0,TG,D,J
2022-06-21,170.0,TG,D,J
2022-06-22,650.0,TG,D,J
2022-06-23,1000.0,TG,D,J
2022-06-24,400.0,TG,D,J
2022-06-25,1102.0,TG,D,J
2022-06-26,0.0,TG,D,J
2022-06-27,390.0,TG,D,J
2022-06-28,1190.0,TG,D,J
2022-06-29,750.0,TG,D,J
2022-06-30,300.0,TG,D,J
2022-07-01,810.0,TG,D,J
2022-07-02,577.0,TG,D,J
2022-07-03,0.0,TG,D,J
2022-07-04,219.0,TG,D,J
2022-07-05,0.0,TG,D,J
2022-07-06,750.0,TG,D,J
2022-07-07,0.0,TG,D,J
2022-07-08,0.0,TG,D,J
2022-07-09,845.0,TG,D,J
2022-07-10,0.0,TG,D,J
2022-07-11,150.0,TG,D,J
2022-07-12,370.0,TG,D,J
2022-07-13,300.0,TG,D,J
2022-07-14,250.0,TG,D,J
2022-07-15,165.0,TG,D,J
2022-07-16,502.0,TG,D,J
2022-07-17,0.0,TG,D,J
2022-07-18,205.0,TG,D,J
2022-07-19,150.0,TG,D,J
2022-07-20,325.0,TG,D,J
2022-07-21,0.0,TG,D,J
2022-07-22,0.0,TG,D,J
2022-07-23,0.0,TG,D,J
2022-07-24,0.0,TG,D,J
2022-07-25,0.0,TG,D,J
2022-07-26,0.0,TG,D,J
2022-07-27,0.0,TG,D,J
2022-07-28,0.0,TG,D,J
2022-07-29,0.0,TG,D,J
2022-07-30,300.0,TG,D,J
2022-07-31,0.0,TG,D,J
2022-08-01,265.0,TG,D,J
2022-08-02,200.0,TG,D,J
2022-08-03,325.0,TG,D,J
2022-08-04,0.0,TG,D,J
2022-08-05,140.0,TG,D,J
2022-08-06,0.0,TG,D,J
2022-08-07,0.0,TG,D,J
2022-08-08,534.0,TG,D,J
2022-08-09,625.0,TG,D,J
2022-08-10,245.0,TG,D,J
2022-08-11,0.0,TG,D,J
2022-08-12,300.0,TG,D,J
2022-08-13,225.0,TG,D,J
2022-08-14,0.0,TG,D,J
2022-08-15,1052.0,TG,D,J
2022-08-16,764.0,TG,D,J
2022-08-17,1268.0,TG,D,J
2022-08-18,200.0,TG,D,J
2022-08-19,180.0,TG,D,J
2022-08-20,0.0,TG,D,J
2022-08-21,0.0,TG,D,J
2022-08-22,604.0,TG,D,J
2022-08-23,708.0,TG,D,J
2022-08-24,200.0,TG,D,J
2022-08-25,768.0,TG,D,J
2022-08-26,806.0,TG,D,J
2022-08-27,566.0,TG,D,J
2022-08-28,0.0,TG,D,J
2022-08-29,263.0,TG,D,J
2022-08-30,320.0,TG,D,J
2022-08-31,525.0,TG,D,J
2022-09-01,698.0,TG,D,J
2022-09-02,180.0,TG,D,J
2022-09-03,0.0,TG,D,J
2022-09-04,0.0,TG,D,J
2022-09-05,0.0,TG,D,J
2022-09-06,1150.0,TG,D,J
2022-09-07,550.0,TG,D,J
2022-09-08,171.0,TG,D,J
2022-09-09,850.0,TG,D,J
2022-09-10,0.0,TG,D,J
2022-09-11,0.0,TG,D,J
2022-09-12,0.0,TG,D,J
2022-09-13,0.0,TG,D,J
2022-09-14,200.0,TG,D,J
2022-09-15,390.0,TG,D,J
2022-09-16,420.0,TG,D,J
2022-09-17,475.0,TG,D,J
2022-09-18,0.0,TG,D,J
2022-09-19,670.0,TG,D,J
2022-09-20,610.0,TG,D,J
2022-09-21,510.0,TG,D,J
2022-09-22,584.0,TG,D,J
2022-09-23,200.0,TG,D,J
2022-09-24,445.0,TG,D,J
2022-09-25,0.0,TG,D,J
2022-09-26,465.0,TG,D,J
2022-09-27,150.0,TG,D,J
2022-09-28,200.0,TG,D,J
2022-09-29,355.0,TG,D,J
2022-09-30,2367.0,TG,D,J
2022-10-01,1860.0,TG,D,J
2022-10-02,0.0,TG,D,J
2022-10-03,6505.0,TG,D,J
2022-10-04,6239.0,TG,D,J
2022-10-05,5545.0,TG,D,J
2022-10-06,2145.0,TG,D,J
2022-10-07,4135.0,TG,D,J
2022-10-08,6410.0,TG,D,J
2022-10-09,0.0,TG,D,J
2022-10-10,6930.0,TG,D,J
2022-10-11,1845.0,TG,D,J
2022-10-12,4230.0,TG,D,J
2022-10-13,4450.0,TG,D,J
2022-10-14,7915.0,TG,D,J
2022-10-15,9445.0,TG,D,J
2022-10-16,0.0,TG,D,J
2022-10-17,8860.0,TG,D,J
2022-10-18,6200.0,TG,D,J
2022-10-19,6140.0,TG,D,J
2022-10-20,6720.0,TG,D,J
2022-10-21,6070.0,TG,D,J
2022-10-22,5540.0,TG,D,J
2022-10-23,0.0,TG,D,J
2022-10-24,8115.0,TG,D,J
2022-10-25,10920.0,TG,D,J
2022-10-26,8410.0,TG,D,J
2022-10-27,10020.0,TG,D,J
2022-10-28,9770.0,TG,D,J
2022-10-29,6355.0,TG,D,J
2022-10-30,0.0,TG,D,J
2022-10-31,7550.0,TG,D,J
2022-11-01,6620.0,TG,D,J
2022-11-02,7370.0,TG,D,J
2022-11-03,3960.0,TG,D,J
2022-11-04,7567.0,TG,D,J
2022-11-05,8070.0,TG,D,J
2022-11-06,0.0,TG,D,J
2022-11-07,6905.0,TG,D,J
2022-11-08,6680.0,TG,D,J
2022-11-09,1560.0,TG,D,J
2022-11-10,7010.0,TG,D,J
2022-11-11,5440.0,TG,D,J
2022-11-12,6400.0,TG,D,J
2022-11-13,0.0,TG,D,J
2022-11-14,10730.0,TG,D,J
2022-11-15,8740.0,TG,D,J
2022-11-16,9450.0,TG,D,J
2022-11-17,6280.0,TG,D,J
2022-11-18,6631.0,TG,D,J
2022-11-19,9520.0,TG,D,J
2022-11-20,0.0,TG,D,J
2022-11-21,10420.0,TG,D,J
2022-11-22,7567.0,TG,D,J
2022-11-23,9003.0,TG,D,J
2022-11-24,4090.0,TG,D,J
2022-11-25,1600.0,TG,D,J
2022-11-26,4410.0,TG,D,J
2022-11-27,0.0,TG,D,J
2022-11-28,7676.0,TG,D,J
2022-11-29,8950.0,TG,D,J
2022-11-30,8967.0,TG,D,J
2022-12-01,8675.0,TG,D,J
2022-12-02,8320.0,TG,D,J
2022-12-03,6690.0,TG,D,J
2022-12-04,0.0,TG,D,J
2022-12-05,7020.0,TG,D,J
2022-12-06,8640.0,TG,D,J
2022-12-07,5230.0,TG,D,J
2022-12-08,7315.0,TG,D,J
2022-12-09,5655.0,TG,D,J
2022-12-10,7250.0,TG,D,J
2022-12-11,0.0,TG,D,J
2022-12-12,9885.0,TG,D,J
2022-12-13,7230.0,TG,D,J
2022-12-14,8760.0,TG,D,J
2022-12-15,10565.0,TG,D,J
2022-12-16,5970.0,TG,D,J
2022-12-17,4285.0,TG,D,J
2022-12-18,0.0,TG,D,J
2022-12-19,2440.0,TG,D,J
2022-12-20,2150.0,TG,D,J
2022-12-21,5605.0,TG,D,J
2022-12-22,8225.0,TG,D,J
2022-12-23,8060.0,TG,D,J
2022-12-24,3500.0,TG,D,J
2022-12-25,0.0,TG,D,J
2022-12-26,5895.0,TG,D,J
2022-12-27,6965.0,TG,D,J
2022-12-28,7420.0,TG,D,J
2022-12-29,9435.0,TG,D,J
2022-12-30,7084.0,TG,D,J
2022-12-31,5040.0,TG,D,J
2023-01-01,0.0,TG,D,J
2023-01-02,0.0,TG,D,J
2023-01-03,7845.0,TG,D,J
2023-01-04,7260.0,TG,D,J
2023-01-05,5110.0,TG,D,J
2023-01-06,8000.0,TG,D,J
2023-01-07,8185.0,TG,D,J
2023-01-08,0.0,TG,D,J
2023-01-09,12765.0,TG,D,J
2023-01-10,8580.0,TG,D,J
2023-01-11,5660.0,TG,D,J
2023-01-12,9711.0,TG,D,J
2023-01-13,6870.0,TG,D,J
2023-01-14,6140.0,TG,D,J
2023-01-15,0.0,TG,D,J
2023-01-16,7560.0,TG,D,J
2023-01-17,3255.0,TG,D,J
2023-01-18,2640.0,TG,D,J
2023-01-19,1760.0,TG,D,J
2023-01-20,5020.0,TG,D,J
2023-01-21,0.0,TG,D,J
2023-01-22,0.0,TG,D,J
2023-01-23,0.0,TG,D,J
2023-01-24,0.0,TG,D,J
2023-01-25,0.0,TG,D,J
2023-01-26,1355.0,TG,D,J
2023-01-27,450.0,TG,D,J
2023-01-28,2210.0,TG,D,J
2023-01-29,0.0,TG,D,J
2023-01-30,0.0,TG,D,J
2023-01-31,2240.0,TG,D,J
2023-02-01,780.0,TG,D,J
2023-02-02,4100.0,TG,D,J
2023-02-03,4960.0,TG,D,J
2023-02-04,13810.0,TG,D,J
2023-02-05,0.0,TG,D,J
2023-02-06,2010.0,TG,D,J
2023-02-07,1825.0,TG,D,J
2023-02-08,4640.0,TG,D,J
2023-02-09,0.0,TG,D,J
2023-02-10,240.0,TG,D,J
2023-02-11,2930.0,TG,D,J
2023-02-12,0.0,TG,D,J
2023-02-13,4590.0,TG,D,J
2023-02-14,1760.0,TG,D,J
2023-02-15,1560.0,TG,D,J
2023-02-16,0.0,TG,D,J
2023-02-17,1560.0,TG,D,J
2023-02-18,0.0,TG,D,J
2023-02-19,0.0,TG,D,J
2023-02-20,0.0,TG,D,J
2023-02-21,1560.0,TG,D,J
2023-02-22,0.0,TG,D,J
2023-02-23,0.0,TG,D,J
2023-02-24,1560.0,TG,D,J
2023-02-25,1560.0,TG,D,J
2023-02-26,0.0,TG,D,J
2023-02-27,0.0,TG,D,J
2023-02-28,0.0,TG,D,J
2023-03-01,0.0,TG,D,J
2023-03-02,0.0,TG,D,J
2023-03-03,0.0,TG,D,J
2019-01-01,0.0,TG,D,S
2019-01-02,0.0,TG,D,S
2019-01-03,38728.0,TG,D,S
2019-01-04,51217.0,TG,D,S
2019-01-05,51626.0,TG,D,S
2019-01-06,0.0,TG,D,S
2019-01-07,35480.0,TG,D,S
2019-01-08,31770.0,TG,D,S
2019-01-09,38450.0,TG,D,S
2019-01-10,40074.0,TG,D,S
2019-01-11,41360.0,TG,D,S
2019-01-12,20088.0,TG,D,S
2019-01-13,0.0,TG,D,S
2019-01-14,18535.0,TG,D,S
2019-01-15,19021.0,TG,D,S
2019-01-16,20755.0,TG,D,S
2019-01-17,17610.0,TG,D,S
2019-01-18,22236.0,TG,D,S
2019-01-19,10190.0,TG,D,S
2019-01-20,0.0,TG,D,S
2019-01-21,10917.0,TG,D,S
2019-01-22,14080.0,TG,D,S
2019-01-23,16790.0,TG,D,S
2019-01-24,28700.0,TG,D,S
2019-01-25,26805.0,TG,D,S
2019-01-26,15976.0,TG,D,S
2019-01-27,0.0,TG,D,S
2019-01-28,30523.0,TG,D,S
2019-01-29,32086.0,TG,D,S
2019-01-30,20155.0,TG,D,S
2019-01-31,14233.0,TG,D,S
2019-02-01,10610.0,TG,D,S
2019-02-02,10590.0,TG,D,S
2019-02-03,0.0,TG,D,S
2019-02-04,27510.0,TG,D,S
2019-02-05,0.0,TG,D,S
2019-02-06,0.0,TG,D,S
2019-02-07,0.0,TG,D,S
2019-02-08,31075.0,TG,D,S
2019-02-09,14085.0,TG,D,S
2019-02-10,0.0,TG,D,S
2019-02-11,15125.0,TG,D,S
2019-02-12,15805.0,TG,D,S
2019-02-13,9865.0,TG,D,S
2019-02-14,14215.0,TG,D,S
2019-02-15,19719.5,TG,D,S
2019-02-16,11954.0,TG,D,S
2019-02-17,0.0,TG,D,S
2019-02-18,13186.0,TG,D,S
2019-02-19,9396.0,TG,D,S
2019-02-20,12019.0,TG,D,S
2019-02-21,8891.0,TG,D,S
2019-02-22,11128.0,TG,D,S
2019-02-23,12475.0,TG,D,S
2019-02-24,0.0,TG,D,S
2019-02-25,11554.0,TG,D,S
2019-02-26,10630.0,TG,D,S
2019-02-27,10885.0,TG,D,S
2019-02-28,14349.0,TG,D,S
2019-03-01,11810.0,TG,D,S
2019-03-02,6307.0,TG,D,S
2019-03-03,0.0,TG,D,S
2019-03-04,7619.0,TG,D,S
2019-03-05,4415.0,TG,D,S
2019-03-06,6015.0,TG,D,S
2019-03-07,6757.0,TG,D,S
2019-03-08,7767.0,TG,D,S
2019-03-09,6257.0,TG,D,S
2019-03-10,0.0,TG,D,S
2019-03-11,6032.0,TG,D,S
2019-03-12,9655.0,TG,D,S
2019-03-13,5148.0,TG,D,S
2019-03-14,10016.0,TG,D,S
2019-03-15,6542.0,TG,D,S
2019-03-16,5850.0,TG,D,S
2019-03-17,0.0,TG,D,S
2019-03-18,6698.0,TG,D,S
2019-03-19,1750.0,TG,D,S
2019-03-20,4705.0,TG,D,S
2019-03-21,4424.0,TG,D,S
2019-03-22,1500.0,TG,D,S
2019-03-23,4285.0,TG,D,S
2019-03-24,0.0,TG,D,S
2019-03-25,3555.0,TG,D,S
2019-03-26,2265.0,TG,D,S
2019-03-27,4798.0,TG,D,S
2019-03-28,4920.0,TG,D,S
2019-03-29,825.0,TG,D,S
2019-03-30,500.0,TG,D,S
2019-03-31,0.0,TG,D,S
2019-04-01,1119.0,TG,D,S
2019-04-02,840.0,TG,D,S
2019-04-03,360.0,TG,D,S
2019-04-04,2986.0,TG,D,S
2019-04-05,240.0,TG,D,S
2019-04-06,0.0,TG,D,S
2019-04-07,0.0,TG,D,S
2019-04-08,0.0,TG,D,S
2019-04-09,1386.0,TG,D,S
2019-04-10,1471.0,TG,D,S
2019-04-11,780.0,TG,D,S
2019-04-12,800.0,TG,D,S
2019-04-13,459.0,TG,D,S
2019-04-14,0.0,TG,D,S
2019-04-15,510.0,TG,D,S
2019-04-16,100.0,TG,D,S
2019-04-17,375.0,TG,D,S
2019-04-18,327.0,TG,D,S
2019-04-19,450.0,TG,D,S
2019-04-20,0.0,TG,D,S
2019-04-21,0.0,TG,D,S
2019-04-22,0.0,TG,D,S
2019-04-23,477.0,TG,D,S
2019-04-24,0.0,TG,D,S
2019-04-25,0.0,TG,D,S
2019-04-26,465.0,TG,D,S
2019-04-27,0.0,TG,D,S
2019-04-28,0.0,TG,D,S
2019-04-29,273.0,TG,D,S
2019-04-30,0.0,TG,D,S
2019-05-01,1600.0,TG,D,S
2019-05-02,0.0,TG,D,S
2019-05-03,0.0,TG,D,S
2019-05-04,573.0,TG,D,S
2019-05-05,0.0,TG,D,S
2019-05-06,369.0,TG,D,S
2019-05-07,300.0,TG,D,S
2019-05-08,120.0,TG,D,S
2019-05-09,386.0,TG,D,S
2019-05-10,435.0,TG,D,S
2019-05-11,135.0,TG,D,S
2019-05-12,0.0,TG,D,S
2019-05-13,0.0,TG,D,S
2019-05-14,260.0,TG,D,S
2019-05-15,211.0,TG,D,S
2019-05-16,0.0,TG,D,S
2019-05-17,412.0,TG,D,S
2019-05-18,0.0,TG,D,S
2019-05-19,0.0,TG,D,S
2019-05-20,40.0,TG,D,S
2019-05-21,147.0,TG,D,S
2019-05-22,0.0,TG,D,S
2019-05-23,0.0,TG,D,S
2019-05-24,150.0,TG,D,S
2019-05-25,150.0,TG,D,S
2019-05-26,0.0,TG,D,S
2019-05-27,0.0,TG,D,S
2019-05-28,150.0,TG,D,S
2019-05-29,0.0,TG,D,S
2019-05-30,480.0,TG,D,S
2019-05-31,497.0,TG,D,S
2019-06-01,360.0,TG,D,S
2019-06-02,0.0,TG,D,S
2019-06-03,120.0,TG,D,S
2019-06-04,315.0,TG,D,S
2019-06-05,351.0,TG,D,S
2019-06-06,472.0,TG,D,S
2019-06-07,599.0,TG,D,S
2019-06-08,195.0,TG,D,S
2019-06-09,0.0,TG,D,S
2019-06-10,348.0,TG,D,S
2019-06-11,703.0,TG,D,S
2019-06-12,160.0,TG,D,S
2019-06-13,100.0,TG,D,S
2019-06-14,180.0,TG,D,S
2019-06-15,180.0,TG,D,S
2019-06-16,0.0,TG,D,S
2019-06-17,660.0,TG,D,S
2019-06-18,335.0,TG,D,S
2019-06-19,640.0,TG,D,S
2019-06-20,340.0,TG,D,S
2019-06-21,180.0,TG,D,S
2019-06-22,120.0,TG,D,S
2019-06-23,0.0,TG,D,S
2019-06-24,324.0,TG,D,S
2019-06-25,494.0,TG,D,S
2019-06-26,735.0,TG,D,S
2019-06-27,597.0,TG,D,S
2019-06-28,1176.0,TG,D,S
2019-06-29,309.0,TG,D,S
2019-06-30,0.0,TG,D,S
2019-07-01,507.0,TG,D,S
2019-07-02,420.0,TG,D,S
2019-07-03,0.0,TG,D,S
2019-07-04,0.0,TG,D,S
2019-07-05,270.0,TG,D,S
2019-07-06,384.0,TG,D,S
2019-07-07,0.0,TG,D,S
2019-07-08,651.0,TG,D,S
2019-07-09,627.0,TG,D,S
2019-07-10,567.0,TG,D,S
2019-07-11,560.0,TG,D,S
2019-07-12,560.0,TG,D,S
2019-07-13,315.0,TG,D,S
2019-07-14,0.0,TG,D,S
2019-07-15,1184.5,TG,D,S
2019-07-16,765.0,TG,D,S
2019-07-17,605.0,TG,D,S
2019-07-18,483.0,TG,D,S
2019-07-19,565.0,TG,D,S
2019-07-20,1064.0,TG,D,S
2019-07-21,0.0,TG,D,S
2019-07-22,482.0,TG,D,S
2019-07-23,375.0,TG,D,S
2019-07-24,286.5,TG,D,S
2019-07-25,796.0,TG,D,S
2019-07-26,763.0,TG,D,S
2019-07-27,403.0,TG,D,S
2019-07-28,0.0,TG,D,S
2019-07-29,1271.0,TG,D,S
2019-07-30,220.0,TG,D,S
2019-07-31,90.0,TG,D,S
2019-08-01,626.0,TG,D,S
2019-08-02,390.0,TG,D,S
2019-08-03,0.0,TG,D,S
2019-08-04,0.0,TG,D,S
2019-08-05,807.5,TG,D,S
2019-08-06,274.5,TG,D,S
2019-08-07,1426.5,TG,D,S
2019-08-08,955.0,TG,D,S
2019-08-09,659.0,TG,D,S
2019-08-10,614.0,TG,D,S
2019-08-11,0.0,TG,D,S
2019-08-12,1285.0,TG,D,S
2019-08-13,480.0,TG,D,S
2019-08-14,780.0,TG,D,S
2019-08-15,631.5,TG,D,S
2019-08-16,381.0,TG,D,S
2019-08-17,786.0,TG,D,S
2019-08-18,0.0,TG,D,S
2019-08-19,750.0,TG,D,S
2019-08-20,723.0,TG,D,S
2019-08-21,1120.5,TG,D,S
2019-08-22,630.0,TG,D,S
2019-08-23,968.0,TG,D,S
2019-08-24,1055.0,TG,D,S
2019-08-25,0.0,TG,D,S
2019-08-26,890.0,TG,D,S
2019-08-27,1067.0,TG,D,S
2019-08-28,1288.0,TG,D,S
2019-08-29,1699.0,TG,D,S
2019-08-30,1877.0,TG,D,S
2019-08-31,1575.0,TG,D,S
2019-09-01,0.0,TG,D,S
2019-09-02,2505.0,TG,D,S
2019-09-03,1550.0,TG,D,S
2019-09-04,1983.0,TG,D,S
2019-09-05,2340.0,TG,D,S
2019-09-06,2467.0,TG,D,S
2019-09-07,3054.0,TG,D,S
2019-09-08,0.0,TG,D,S
2019-09-09,1620.0,TG,D,S
2019-09-10,4206.0,TG,D,S
2019-09-11,4151.0,TG,D,S
2019-09-12,459.0,TG,D,S
2019-09-13,0.0,TG,D,S
2019-09-14,0.0,TG,D,S
2019-09-15,0.0,TG,D,S
2019-09-16,4722.0,TG,D,S
2019-09-17,1675.0,TG,D,S
2019-09-18,2197.0,TG,D,S
2019-09-19,2684.0,TG,D,S
2019-09-20,825.0,TG,D,S
2019-09-21,2151.0,TG,D,S
2019-09-22,0.0,TG,D,S
2019-09-23,821.0,TG,D,S
2019-09-24,1949.0,TG,D,S
2019-09-25,1541.0,TG,D,S
2019-09-26,3330.0,TG,D,S
2019-09-27,3832.0,TG,D,S
2019-09-28,3804.0,TG,D,S
2019-09-29,0.0,TG,D,S
2019-09-30,4556.0,TG,D,S
2019-10-01,4986.0,TG,D,S
2019-10-02,5149.0,TG,D,S
2019-10-03,2110.0,TG,D,S
2019-10-04,3665.0,TG,D,S
2019-10-05,5743.0,TG,D,S
2019-10-06,0.0,TG,D,S
2019-10-07,8514.0,TG,D,S
2019-10-08,10139.0,TG,D,S
2019-10-09,7985.0,TG,D,S
2019-10-10,9866.0,TG,D,S
2019-10-11,11881.0,TG,D,S
2019-10-12,9267.0,TG,D,S
2019-10-13,0.0,TG,D,S
2019-10-14,12389.0,TG,D,S
2019-10-15,12056.0,TG,D,S
2019-10-16,8215.0,TG,D,S
2019-10-17,7516.0,TG,D,S
2019-10-18,13055.0,TG,D,S
2019-10-19,8862.0,TG,D,S
2019-10-20,0.0,TG,D,S
2019-10-21,18603.0,TG,D,S
2019-10-22,8082.0,TG,D,S
2019-10-23,14024.0,TG,D,S
2019-10-24,13643.0,TG,D,S
2019-10-25,9460.0,TG,D,S
2019-10-26,9019.0,TG,D,S
2019-10-27,0.0,TG,D,S
2019-10-28,13480.0,TG,D,S
2019-10-29,15428.0,TG,D,S
2019-10-30,17805.0,TG,D,S
2019-10-31,8397.0,TG,D,S
2019-11-01,12970.0,TG,D,S
2019-11-02,6625.0,TG,D,S
2019-11-03,0.0,TG,D,S
2019-11-04,9795.0,TG,D,S
2019-11-05,3812.0,TG,D,S
2019-11-06,14304.0,TG,D,S
2019-11-07,4469.0,TG,D,S
2019-11-08,7173.0,TG,D,S
2019-11-09,11161.0,TG,D,S
2019-11-10,0.0,TG,D,S
2019-11-11,14694.0,TG,D,S
2019-11-12,14810.0,TG,D,S
2019-11-13,18196.0,TG,D,S
2019-11-14,15020.0,TG,D,S
2019-11-15,17628.0,TG,D,S
2019-11-16,15735.0,TG,D,S
2019-11-17,0.0,TG,D,S
2019-11-18,15739.0,TG,D,S
2019-11-19,18858.0,TG,D,S
2019-11-20,12043.0,TG,D,S
2019-11-21,11660.0,TG,D,S
2019-11-22,9966.0,TG,D,S
2019-11-23,13181.0,TG,D,S
2019-11-24,0.0,TG,D,S
2019-11-25,14554.0,TG,D,S
2019-11-26,13946.0,TG,D,S
2019-11-27,16852.0,TG,D,S
2019-11-28,16511.0,TG,D,S
2019-11-29,16035.0,TG,D,S
2019-11-30,7910.0,TG,D,S
2019-12-01,0.0,TG,D,S
2019-12-02,16860.0,TG,D,S
2019-12-03,16081.0,TG,D,S
2019-12-04,12494.5,TG,D,S
2019-12-05,20638.0,TG,D,S
2019-12-06,25418.0,TG,D,S
2019-12-07,16323.0,TG,D,S
2019-12-08,0.0,TG,D,S
2019-12-09,22746.0,TG,D,S
2019-12-10,13380.0,TG,D,S
2019-12-11,16705.0,TG,D,S
2019-12-12,12510.0,TG,D,S
2019-12-13,11262.0,TG,D,S
2019-12-14,10720.0,TG,D,S
2019-12-15,0.0,TG,D,S
2019-12-16,26240.0,TG,D,S
2019-12-17,20679.0,TG,D,S
2019-12-18,17398.0,TG,D,S
2019-12-19,9694.0,TG,D,S
2019-12-20,13535.0,TG,D,S
2019-12-21,7955.0,TG,D,S
2019-12-22,0.0,TG,D,S
2019-12-23,24560.0,TG,D,S
2019-12-24,15930.0,TG,D,S
2019-12-25,12973.0,TG,D,S
2019-12-26,12319.0,TG,D,S
2019-12-27,17315.0,TG,D,S
2019-12-28,17306.0,TG,D,S
2019-12-29,0.0,TG,D,S
2019-12-30,21146.0,TG,D,S
2019-12-31,20610.0,TG,D,S
2020-01-01,0.0,TG,D,S
2020-01-02,0.0,TG,D,S
2020-01-03,40091.0,TG,D,S
2020-01-04,26435.0,TG,D,S
2020-01-05,0.0,TG,D,S
2020-01-06,26272.0,TG,D,S
2020-01-07,15265.0,TG,D,S
2020-01-08,14409.0,TG,D,S
2020-01-09,10563.0,TG,D,S
2020-01-10,8969.0,TG,D,S
2020-01-11,15975.0,TG,D,S
2020-01-12,0.0,TG,D,S
2020-01-13,22850.0,TG,D,S
2020-01-14,19825.0,TG,D,S
2020-01-15,11285.0,TG,D,S
2020-01-16,32565.0,TG,D,S
2020-01-17,18817.0,TG,D,S
2020-01-18,14419.0,TG,D,S
2020-01-19,0.0,TG,D,S
2020-01-20,31204.0,TG,D,S
2020-01-21,35939.0,TG,D,S
2020-01-22,27169.0,TG,D,S
2020-01-23,26044.0,TG,D,S
2020-01-24,18132.0,TG,D,S
2020-01-25,0.0,TG,D,S
2020-01-26,0.0,TG,D,S
2020-01-27,0.0,TG,D,S
2020-01-28,9157.0,TG,D,S
2020-01-29,11126.0,TG,D,S
2020-01-30,12965.0,TG,D,S
2020-01-31,12516.0,TG,D,S
2020-02-01,18586.0,TG,D,S
2020-02-02,0.0,TG,D,S
2020-02-03,20945.0,TG,D,S
2020-02-04,20150.0,TG,D,S
2020-02-05,11138.0,TG,D,S
2020-02-06,13301.0,TG,D,S
2020-02-07,9800.0,TG,D,S
2020-02-08,12705.0,TG,D,S
2020-02-09,0.0,TG,D,S
2020-02-10,13529.0,TG,D,S
2020-02-11,12795.0,TG,D,S
2020-02-12,13490.0,TG,D,S
2020-02-13,12720.0,TG,D,S
2020-02-14,20940.0,TG,D,S
2020-02-15,13636.0,TG,D,S
2020-02-16,0.0,TG,D,S
2020-02-17,10148.0,TG,D,S
2020-02-18,4747.0,TG,D,S
2020-02-19,7120.0,TG,D,S
2020-02-20,5184.0,TG,D,S
2020-02-21,6218.0,TG,D,S
2020-02-22,12074.0,TG,D,S
2020-02-23,0.0,TG,D,S
2020-02-24,15038.0,TG,D,S
2020-02-25,9509.0,TG,D,S
2020-02-26,12183.0,TG,D,S
2020-02-27,6194.0,TG,D,S
2020-02-28,13366.0,TG,D,S
2020-02-29,8448.0,TG,D,S
