AlogP,LogD,Molecular_PolarSurfaceArea,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,SMILES
0.162,0.298,64.34,260.288,4,1,4,CCOc1ccc(-c2nc(C)c(C(C)=O)n2O)cc1
2.515,2.062,26.71,262.39,3,1,5,CC(C)c1ccc(CN2CCN(CCO)CC2)cc1
1.621,1.621,72.09,348.201,5,0,3,Cc1cc(N(C)Cc2ncc(Br)cn2)n2nc(C)nc2n1
0.235,2.977,140.32,539.646,7,3,8,Cc1ccccc1S(=O)(=O)Nc1ccc2nc(N3CCN(CC(=O)NC(C)(C)C)CC3)cc(C(=O)O)c2c1
1.631,1.631,129.85,481.586,6,1,8,COc1ccc(C)cc1N(CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1)S(C)(=O)=O
3.543,3.46,75.72,303.318,4,2,4,c1ccc(Oc2ccc(Nc3ncnc4[nH]ncc34)cc2)cc1
3.731,2.505,45.4,314.207,2,2,5,CC(C)(CO)NCc1ccc(-c2cc(Cl)cc(Cl)c2)o1
2.63,2.631,54.46,262.309,3,1,3,C/C(=C\c1c[nH]c(-c2ccccc2)n1)c1cnccn1
1.981,1.981,44.7,304.142,2,1,1,Cc1cc(-c2ccccc2)nc2c(Br)c(=O)[nH]n12
1.702,1.702,81.7,307.342,5,1,9,CCOC(=O)C(Cc1ccccc1)(NC(C)=O)C(=O)OCC
2.553,2.557,70.93,310.393,4,2,3,OC1CCC(Nc2nc(-c3ccncc3)nc3c2CCC3)CC1
6.474,6.474,62.83,476.347,3,0,3,Cc1ccc(C(=O)C2=CN(c3cc(Cl)cc(Cl)c3)c3cc(F)ccc3S2(=O)=O)c(C)c1
1.536,1.536,71.78,344.405,3,1,5,CCOc1cc(=O)n2c(c1C(=O)NCc1ccc(C)o1)CCCCC2
4.041,4.041,102.55,502.967,6,1,7,COCCN(C)S(=O)(=O)c1cc2c(cc1Oc1ccc(Cl)cc1)Oc1ccc(C)cc1NC2=O
2.18,0.963,57.79,323.239,3,1,3,CN1CCC(NS(=O)(=O)c2cc(Cl)ccc2Cl)CC1
4.285,4.284,96.76,382.526,4,1,4,CC1CCc2c(sc3ncnc(NC(c4nnc5n4CCC5)C(C)C)c23)C1
3.714,3.62,42.21,308.353,2,1,4,CN/C(=N/c1cc(C)nn1-c1ccccc1)c1ccc(F)cc1
1.699,1.707,68.02,318.126,3,1,2,O=c1[nH]cccc1-c1nc(-c2cccc(Br)c2)no1
1.599,1.599,60.56,316.33,3,1,6,Cc1cc2n(CCNC(=O)COc3ccc(F)cc3)ccn2n1
2.274,2.273,86.25,283.352,2,2,3,CC(Nc1ccc2cc[nH]c2n1)c1cn2ccsc2n1
3.936,3.936,58.12,395.253,3,1,3,O=C(Nc1cc(Br)cc2c1N(c1ncccn1)CC2)c1ccccc1
1.72,1.789,81.6,295.357,4,1,4,COc1ccc(C)cc1NS(=O)(=O)c1cn(C)nc1C
3.867,3.391,32.78,378.507,3,0,6,COc1cccc2c1CCC(=O)N2CCCN1CCC(c2ccccc2)CC1
2.659,1.528,50.16,334.499,3,1,6,Cc1nn(CCC(=O)NC(C)(C)CN2CCCC(C)C2)c(C)c1C
3.319,3.319,29.54,299.323,2,0,0,CN1C(=O)c2cccc3c2C1=Cc1ccc2ccccc2c1O3
1.414,1.416,68.52,252.703,4,1,4,CC(Nc1ncc(Cl)cn1)C(C)n1cncn1
0.944,0.944,94.84,279.26,4,1,5,CC(=O)OC(CF)c1cc(F)ccc1S(N)(=O)=O
2.584,2.48,76.77,461.311,4,0,2,CC(C)n1/c(=N/C(=O)c2ccccc2Br)c(C#N)cc2c(=O)n3ccccc3cc21
2.135,2.135,65.07,317.336,5,0,5,COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC
2.126,2.126,80.58,308.396,3,1,4,Cc1ncc(-c2ccc(C)c(S(=O)(=O)NC(C)(C)C)c2)o1
4.169,4.21,116.85,471.98,5,0,7,O=C(CCS(=O)(=O)c1ccccc1)N(Cc1cccnc1)c1nc2ccc(Cl)cc2s1
1.255,1.255,65.19,283.325,2,2,2,O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@@H]12
2.131,2.131,52.65,265.696,2,1,2,Cn1c(Nc2ccccc2Cl)cc(=O)n(C)c1=O
2.706,2.706,29.54,295.376,2,0,4,O=C(CC(c1ccccc1)c1ccccc1)N1CCOCC1
3.586,3.586,89.81,384.449,4,1,6,O=S(=O)(c1ccccc1)c1nc(-c2ccccc2)oc1NCC1CCCO1
0.358,0.368,61.88,313.351,3,1,2,COc1cc(=O)[nH]cc1C(=O)N1CCCN(C)c2ccccc21
3.451,3.451,83.57,406.45,4,1,7,CCN(CC)S(=O)(=O)c1ccc2nc(NCc3cc(F)cc(F)c3)cnc2c1
1.211,2.859,90.39,482.53,6,2,5,COc1cccc2c(C(C(=O)O)N3CCN(C4=Nc5ccccc5Oc5ccccc54)CC3)c[nH]c12
1.15,1.15,80.57,280.343,4,1,6,O=S(=O)(Cc1ccccc1)CC(O)Cn1cccn1
0.271,0.272,111.93,335.337,5,1,5,CCn1ccc(C(=O)N2C[C@@H](F)C[C@H]2Cn2cc(C(N)=O)nn2)n1
3.38,2.282,71.7,351.825,4,2,9,COC(=O)c1ccc(CCC(C)NCC(O)c2cccc(Cl)c2)o1
1.457,1.457,76.46,384.472,4,1,8,O=C(NCCCn1cccn1)c1c(OCC2CC2)cc(=O)n2c1CCCCC2
2.495,2.495,48.01,291.299,3,0,3,CCn1cc(-c2cc(C(F)F)n3nc(C)cc3n2)c(C)n1
2.174,2.174,68.02,295.336,3,1,4,Cc1noc(C)c1CCC(=O)Nc1cccc2ncccc12
3.93,3.922,61.36,265.33,2,1,1,Oc1cccc(-c2nc3c(s2)Cc2ccccc2-3)c1
1.377,1.377,96.82,289.313,4,0,3,Cn1ccc(Cn2nnn(-c3cccs3)c2=O)cc1=O
4.27,4.27,84.09,454.926,4,1,2,Cc1ccc2c(c1)Oc1cc(Cl)c(S(=O)(=O)N3CCc4ccccc4C3)cc1C(=O)N2
3.581,3.55,62.71,369.845,2,1,4,NC(=O)c1cccc2cc(CN3CCN(c4ccccc4Cl)CC3)oc12
4.478,4.478,78.54,327.397,3,2,4,C=CCc1c(O)ccc2[nH]cc(S(=O)(=O)c3ccc(C)cc3)c12
1.809,1.809,61.36,327.401,3,0,2,O=S1(=O)N=C(N2CCN(c3ccccc3)CC2)c2ccccc21
0.957,0.954,104.27,280.3,5,0,4,COC(=O)c1sc2ncn(CC(C)=O)c(=O)c2c1C
1.591,1.591,138.44,361.376,7,1,4,COC(=O)c1ccc(-c2nc3c(N)nc(S(C)(=O)=O)nc3n2C)cc1
5.049,5.049,139.83,575.679,8,1,10,Cc1ccccc1-c1nc2ccccc2cc1CN(C(=O)CCNC(=O)OC(C)(C)C)c1ccnc(S(C)(=O)=O)n1
2.429,2.429,76.69,270.262,2,2,3,Nc1c(C(=O)c2ccc[nH]2)cnn1-c1ccc(F)cc1
4.047,3.706,53.41,336.247,1,1,4,CC(NCc1csc(Br)c1)c1cc2ccccc2o1
4.164,4.163,53.46,346.429,3,0,3,Cc1nn(C)cc1-c1nn(-c2ccccc2)c(-c2cn(C)nc2C)c1C
3.796,3.796,29.33,265.353,1,1,3,CC(C)(C)Nc1c(-c2ccccc2)nc2ccccn12
4.018,4.226,50.94,289.331,3,1,1,Cc1cccc2c(O)c3nc(C)n(-c4ccccc4)c3nc12
3.655,3.655,71.89,405.243,5,1,1,Cc1ccc2oc(=O)n([C@H]3c4cc(Br)cnc4OC(C)(C)[C@@H]3O)c2c1
1.151,1.151,80.46,279.682,5,0,1,Cc1nc2nc(N3C(=O)CCC3=O)nn2c(C)c1Cl
2.535,1.061,92.7,333.379,5,2,5,COC(=O)[C@@]1(C)CCC(C(=O)Nc2ccccc2C(=O)O)C1(C)C
1.761,1.762,83.03,301.364,4,0,0,Cn1cnc2c(sc3nc4c(cc32)COC(C)(C)C4)c1=O
3.958,3.901,49.85,412.909,4,0,5,COC(=O)c1cc(Cl)ccc1C1CCN(CC(=O)N2CCc3ccccc32)CC1
2.263,2.263,73.22,311.335,4,1,5,CCOC(=O)Cc1c(C)[nH]c2c(-c3ccccc3)cnn2c1=O
4.739,4.74,53.46,415.319,3,0,4,Cc1c(-c2cc(-c3cnn(C)c3C)n(Cc3ccc(Cl)c(Cl)c3)n2)cnn1C
0.392,0.396,94.49,380.397,5,0,3,O=C(c1ccoc1)N1CC(c2nnc(-c3ccncc3)o2)C2(CCOCC2)C1
2.847,2.847,46.5,269.141,2,1,1,Cc1nn(-c2n[nH]c(C)c2Br)c(C)c1C
1.998,2.517,36.36,250.312,2,1,2,C[C@@H]1CN(c2ccncc2F)C[C@@]1(O)C1CCC1
3.219,3.086,88.19,525.567,6,0,7,CS(=O)(=O)N1CCN(CCOc2ccc3c(c2)C(c2cc(F)cc(F)c2)=C(c2cccnc2)C3=O)CC1
2.213,2.142,72.28,298.17,4,1,5,CCOC(=O)c1c(C(F)(F)F)[nH]n2c(C(F)F)nnc12
4.763,4.763,62.73,401.458,4,0,4,COc1ccccc1-n1c(=O)n(Cc2cccc(C)c2)c(=O)c2c(C)cc(C)nc21
1.98,1.979,71.01,349.43,4,1,7,Cc1nc(-c2ccncc2)nc(NCCCCn2ccccc2=O)c1C
0.728,0.728,106.79,399.263,5,1,4,Nc1ncc(Br)cc1S(=O)(=O)N1CCC(Oc2ccncc2)C1
-0.391,-0.328,109.01,364.419,5,2,4,CS(=O)(=O)NCC1COCCN1C(=O)Nc1ccc2cnccc2c1
3.853,3.853,48.15,336.772,3,0,3,Clc1ccc2c(c1)C=C(c1nnc(Cc3ccccc3)o1)C=CO2
4.859,4.859,85.32,473.567,4,1,6,CC(C)Cn1c(=O)c2ccc(C(=O)NC3CCCCC3)cc2n2c(=O)n(Cc3ccccc3)nc12
3.102,3.092,67.59,276.293,3,1,3,c1ccc(-c2nc(Cc3nc4ccccc4[nH]3)no2)cc1
-0.811,-0.811,68.31,336.383,5,0,5,COCCOc1cc(=O)n2c(c1C(=O)N1CCCC1)CCOCC2
2.212,2.218,90.01,311.358,3,1,1,O=C1Nc2ccccc2CCC1n1cnc2ccsc2c1=O
3.723,4.062,57.51,367.443,3,2,2,OC1=C2C(=Nc3ccccc3NC2c2cccnc2)CC(c2ccccc2)C1
2.073,1.919,128.42,458.265,5,2,4,N#Cc1nc(-c2ccc(Br)o2)oc1N1CCC(C(=O)Nc2cnccc2O)CC1
4.219,4.225,78.94,338.47,3,1,5,CCc1nc(NCCc2ccncc2)c2c3c(sc2n1)CCCC3
2.995,2.995,66.91,316.418,3,1,6,CC(C)CN/C(=N/S(=O)(=O)c1ccccc1)c1ccccc1
1.096,1.096,58.12,250.317,3,0,1,O=S1(=O)N=C(N2CCCCC2)c2ccccc21
-0.381,-0.371,80.76,357.404,5,1,5,COc1cc(=O)n(C)cc1C(=O)NC(c1cccnc1)C1CCOCC1
2.955,2.955,94.33,320.41,5,1,6,CSc1nnc(CNC(=O)OC(C)(C)C)n1-c1ccccc1
6.363,6.362,65.5,449.583,1,1,2,O=C(NC1CCCC1)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cccc(F)c1
2.38,2.38,68.29,381.196,4,1,7,O=C(Cc1cc(Br)ccc1F)OCCNC(=O)c1cccnc1
4.825,4.824,27.96,293.406,2,0,4,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1
3.886,3.886,75.97,401.451,3,0,7,CCN(Cc1cccc(F)c1)C(=O)c1occc1CS(=O)(=O)c1ccccc1
1.367,1.367,78.01,251.325,3,3,3,Cc1cc(C(=O)NCC2(O)CCCC2(C)C)[nH]n1
2.394,2.394,97.62,334.398,5,0,5,c1ccc(Cc2nc(Cn3cc(-c4cncnc4)nn3)cs2)cc1
2.06,2.06,119.17,422.515,6,0,9,CC(=O)CCS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)CCC(C)=O)cc2)cc1
-0.7,-0.7,80.04,353.375,5,0,2,COc1cc(=O)n(C)cc1C(=O)N1CCc2c(cnc3cc(C)nn23)C1
1.633,0.957,89.05,264.683,5,1,3,COC(=O)c1ccc(S(C)(=O)=O)c(O)c1Cl
0.594,-0.576,79.11,366.498,5,1,5,CCC(CC)CN1CC2(CCN(C(=O)[C@@H]3C[C@H](N)CN3C)CC2)OC1=O
2.812,2.852,38.25,317.384,3,0,3,C(=C/c1ccc2ccnc(N3CCOCC3)c2c1)\c1ccncc1
3.448,3.386,108.58,324.357,5,2,4,O=C(CSc1n[nH]c2nc3ccccc3n12)c1ccc(O)cc1
3.467,3.466,49.93,285.725,2,1,2,CC(=O)c1ccc2[nH]c3c(C(C)=O)cc(Cl)cc3c2c1
-0.625,-0.596,79.95,275.103,3,2,1,Nc1nc(N2CCOCC2)[nH]c(=O)c1Br
4.013,4.013,51.02,383.671,3,0,2,CC1CCC(C)N1C(=O)c1cc(Br)nn1-c1ncccc1Cl
3.586,2.055,79.96,332.831,4,2,4,CC1CCN(Cc2nc(N)nc(Nc3ccc(Cl)cc3)n2)CC1
1.065,1.058,72.72,288.345,6,2,4,OCCN1CCN(Cc2nc(O)c3ccccc3n2)CC1
1.439,1.445,74.86,344.428,3,1,4,CS(=O)(=O)NCC(=O)N1Cc2ccccc2C(c2ccccc2)C1
2.912,1.244,56.25,445.553,5,1,5,Cn1c(CN2CCc3ccccc3C2)cc(=O)c(O)c1CN1CCOC(c2ccccc2)C1
3.23,3.23,52.83,320.388,4,0,4,c1ccc(Cn2nnc(C3(c4ccccc4)CCOCC3)n2)cc1
2.376,2.376,87.84,264.284,7,0,4,COc1nc(OC)c(C(C)C)c(-c2nnn(C)n2)n1
0.575,0.575,67.87,320.316,4,1,6,COc1cc(=O)n(C)cc1C(=O)NCCOc1ccc(F)cc1
2.926,3.054,60.9,343.181,4,0,1,Cc1c(Br)c(-c2nc3c4ccccc4ncn3n2)nn1C
2.698,2.716,79.54,354.185,3,2,3,Cc1coc(C)c1C(=O)CC1(O)C(=O)Nc2cc(Cl)cc(Cl)c21
3.626,2.152,74.68,385.412,4,1,4,O=C(c1ccccc1)c1ccccc1C(=O)N1Cc2ccccc2C(C(=O)O)C1
3.844,3.851,58.43,311.789,2,0,2,Cl/C(=C/c1cccc2nccn12)c1nc2ccccc2s1
4.42,4.247,55.43,337.326,4,0,3,Cc1ccc(C/N=C2\C(c3ccc(F)c(F)c3)=Nc3ncnn32)cc1
0.499,1.489,112.65,447.823,6,2,4,NCC1=CCCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ncc(F)cc2Cl)C1
-0.076,-0.076,76.14,250.297,4,2,4,CC(C)O[C@H]1C[C@@H](NC(=O)Nc2ccnnc2)C1
7.735,5.565,171.07,680.698,9,8,4,[H][C@@]12c3cc(O)cc(O)c3[C@H](c3ccc(O)cc3)[C@]3([H])c4c(c(O)cc(c41)O[C@@H]2c1ccc(O)cc1)[C@@H](c1cc(O)cc(O)c1)[C@@H]3c1ccc(O)cc1
4.991,4.592,32.26,375.478,2,2,4,CCC1C(c2ccccc2)NC(c2ccccc2)CC1(O)c1ccc(F)cc1
2.129,2.129,81.32,278.304,5,0,9,CCOC(=O)c1cc(C(=O)OCC)n(CCCC#N)c1
4.924,4.924,68.94,342.397,4,0,4,N#Cc1nc(N2CCCC2)nc(N(c2ccccc2)c2ccccc2)n1
-0.821,-0.821,127.16,388.466,6,0,5,CCn1cc(S(=O)(=O)N2CCN(S(=O)(=O)c3cnn(C)c3)CC2)cn1
0.683,0.684,106.87,286.347,4,2,5,CC(=O)NCCOc1c(C)cc(S(N)(=O)=O)cc1C
1.814,1.815,62.3,351.374,3,1,4,CC(c1ccc(F)cc1)N(C)C(=O)c1ccc(-c2ccncc2)[nH]c1=O
2.96,2.96,49.85,392.491,3,0,4,O=C(c1c(OCC2CC2)cc(=O)n2c1CCCCC2)N1CCc2ccccc2C1
4.47,4.47,57.91,428.526,3,0,4,CN(C(=O)CN1N=C(c2ccccc2)Cn2c(cc3ccccc32)C1=O)C1CCCCC1
0.441,0.441,126.72,284.331,4,2,6,COC(=O)CCC(=O)Nc1sc(C)c(C)c1C(N)=O
4.741,4.741,112.69,527.682,5,2,5,Cc1cc(C#N)cc(NC(=O)C(F)(F)F)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl
0.884,0.053,89.62,406.499,4,0,5,CN(Cc1ccccc1N1CCCCC1)S(=O)(=O)c1cn(C)c(=O)n(C)c1=O
2.33,0.858,63.6,289.055,4,1,1,O=C1OC(C(=O)O)Cc2c(F)cc(Br)cc21
1.318,1.318,73.86,317.336,5,1,4,COc1ccc(OC)c(NC(=O)C2C3CC4OC(=O)C2C4C3)c1
3.721,2.953,33.73,348.867,4,1,9,COc1cc(CNCCN(C)C)c(Cl)cc1OCc1ccccc1
2.821,2.821,85.69,364.459,6,0,4,Cc1cccc(C)c1C1=NOC(C)(CS(=O)(=O)C2=NOC(C)(C)C2)C1
3.084,3.084,84.42,400.491,5,0,7,CN(CCOC(=O)c1ccc(C(C)(C)C)cc1)C1=NS(=O)(=O)c2ccccc21
2.28,1.869,33.95,264.325,3,0,1,CN1CCc2c(c3ccccc3n2-c2cncnc2)C1
3.24,3.25,113.49,463.371,4,1,6,O=S(=O)(NCCn1c(-c2ccncc2)nc2ccccc21)c1ccc(Br)s1
4.71,4.709,40.71,342.233,1,2,4,Cc1cc(NCc2cn[nH]c2-c2ccccc2)ccc1Br
2.152,2.171,116.44,263.316,3,3,5,CCOC(=O)c1cc2cc(NC(=N)N)ccc2s1
1.102,0.999,86.83,302.307,4,3,4,Cn1ncc2c(NCCO)n/c(=N/c3cccc(F)c3)[nH]c21
3.896,3.895,48.99,321.348,2,1,2,Cc1ccc(N2C(=O)c3[nH]nc(C)c3C2c2ccc(F)cc2)cc1
1.57,1.554,101.47,281.269,6,2,2,Cc1nc(=N)nc2ncc(C(=O)c3ccccc3O)cn12
1.384,1.005,117.26,448.471,7,2,8,COC(=O)CC(c1c(O)cc(C)n(CCc2ccc(O)cc2)c1=O)c1cnn2cccnc12
2.005,0.543,91.85,271.333,4,2,6,CC[C@@H](C)[C@H](NS(=O)(=O)c1ccccc1)C(=O)O
3.361,3.552,134.29,340.466,2,2,4,Nc1ccc2nc(CCCc3nc4ccc(N)cc4s3)sc2c1
1.001,-0.559,53.09,303.356,4,0,4,CN1C(=O)N(C)C2(CCN(CCOc3ccccc3)C2)C1=O
4.02,4.02,61.72,374.818,4,1,5,COc1ccc(Cl)cc1NC(=O)c1cc2c(OC)ccc(OC)c2n1C
2.528,2.525,119.2,457.463,6,2,3,Cc1nn(-c2ccc(F)cc2)c(C)c1C1CC(=O)Nc2c1c(C)nn2-c1ncnc2[nH]cnc12
3.79,3.79,76.02,391.251,3,2,4,CCNC(=O)Nc1ccc2c(cnn2-c2cc(C(C)=O)c(Cl)cc2Cl)c1
3.063,3.064,90.94,290.361,3,2,5,CC(C)c1nc(C#N)c(NNC(=O)CC2CCCCC2)o1
-0.433,-0.433,96.97,339.387,5,2,8,COc1cc(=O)n(C)cc1C(=O)NCCCNC(=O)OC(C)(C)C
5.343,5.343,121.62,556.584,7,1,11,Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(F)nc(OCCOCc3ccccc3)c2)c1
2.124,1.156,32.78,334.84,3,0,2,O=C1C(N2CCC3(CCOCC3)C2)CCN1c1cccc(Cl)c1
3.314,3.314,100.6,341.492,3,1,7,CCCn1nccc1-c1csc(S(=O)(=O)NC(C)(C)CC)c1
1.868,1.878,122.55,433.364,4,3,6,CC1CCCC(NC(=O)CCNS(=O)(=O)c2cc(Br)cnc2N)C1C
3.581,3.571,43.08,286.759,3,0,3,Cc1nc2nc(CCc3ccccc3)nn2c(C)c1Cl
2.08,2.184,122.26,393.258,4,3,5,CC(NNC(=O)c1ccccc1Br)C(=O)Nc1sccc1C#N
1.332,1.44,87.46,251.348,2,1,3,Cc1csc(C2=C(N)N(CC(C)C)CC2=O)n1
2.155,2.196,135.76,456.538,5,1,4,O=C(C1CCCN1S(=O)(=O)c1ccc(-c2ccc(=O)[nH]n2)s1)N1CCc2ccccc21
2.868,2.868,59.06,259.324,3,0,3,COc1ccc(C2=NOC(c3ccsc3)C2)cc1
2.21,2.209,59.4,262.351,4,1,5,CCc1cnc(C)nc1NCC1CC(C(C)C)=NO1
2.069,2.069,38.76,275.343,4,0,3,COC(=O)[C@@]12Cc3ccccc3[C@@H](C1)N(C(C)(C)C)O2
2.91,2.91,119.78,412.444,4,2,5,N#Cc1ccc(C(=O)N2CCC(N(Cc3ccccc3)C(=O)c3ccc(C#N)[nH]3)C2)[nH]1
3.464,1.907,60.93,356.462,4,1,7,CCOc1ccc2[nH]c3c(=O)n(CCN(C(C)C)C(C)C)cnc3c2c1
2.501,1.305,102.33,340.38,5,2,7,COc1ccccc1Nc1nc(N)nc(CN(C)Cc2ccco2)n1
5.514,5.482,19.37,345.481,2,0,3,CCN1CCN(c2nc(-c3ccc(C)cc3)cc3cc(C)ccc23)CC1
3.978,3.827,59.15,308.667,3,1,2,Oc1ccc(-c2nc(-c3ccc(F)c(F)c3)no2)cc1Cl
1.853,1.853,91.29,277.342,4,1,3,CCC1=NOC(c2nc3sc(CC)cc3c(=O)[nH]2)C1
4.95,4.613,111.22,502.585,5,2,6,Cc1ccc(S(=O)(=O)Nc2ccc3nc(N4CCN(c5ccccc5)CC4)cc(C(=O)O)c3c2)cc1
-0.173,-0.173,104.85,327.341,6,1,4,Cc1cc(=O)n(CCNC(=O)c2nc3nc(C)cc(C)n3n2)cn1
3.64,2.945,128.38,470.373,5,4,5,CS(=O)(=O)N[C@H]1CC[C@H](Nc2ncnc3[nH]cc(-c4cc(Cl)c(O)c(Cl)c4)c23)CC1
1.245,1.244,83.88,348.42,4,0,3,CCn1ccc(C(=O)N2CCCN(S(C)(=O)=O)c3ccccc32)n1
3.447,3.447,156.04,381.478,6,2,5,Cc1nnc(SCc2nc(N)nc(Nc3ccc4ccccc4c3)n2)s1
3.647,3.647,91.83,396.444,4,3,4,CC(Nc1ncnc2c1NC(=O)CN2)c1cc2ccccc2nc1-c1ccccc1
0.758,1.162,113.34,413.47,6,2,9,COC(=O)CC(c1cnn(C(C)C)c1)c1c(O)cc(C)n(CCc2c[nH]cn2)c1=O
3.018,3.018,54.55,279.33,2,1,5,O=S(=O)(CCNc1ccccc1F)c1ccccc1
2.397,2.399,81.01,364.434,4,1,4,CC(c1ccc(-c2ccc(S(N)(=O)=O)cc2F)cc1)N1CCOCC1
5.357,5.356,58.12,392.452,3,1,5,O=C(c1ccccc1)c1ccccc1Nc1cccc2c1N(c1ncccn1)CC2
2.245,0.825,122.16,405.442,7,3,6,CC1(C)CC(=O)c2c(O)cc(OCC(=O)NCC3CCC(C(=O)O)CC3)cc2O1
1.04,1.04,100.79,427.497,6,1,4,COc1ccc(C(=O)N2CCn3c(nnc3[C@@H]3C[C@@H](O)CN3C(=O)C(C)C)C2)c(C)c1
3.971,3.971,48.13,369.459,2,2,0,CC1=CC(C)(C)N2C(=O)C3(NCCc4c3[nH]c3ccccc43)c3cccc1c32
3.083,3.186,46.17,273.285,2,1,1,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1
1.887,0.469,50.16,292.42,3,1,5,Cc1nn(CC(=O)NCCN2CCCCC2C)c(C)c1C
4.381,4.381,56.59,383.547,2,0,5,CC(c1ccc(S(C)=O)cc1)N(C)C(=O)C1CCC(c2ccccc2)CC1
7.2,7.2,91.8,546.08,3,1,5,CCOC(=O)c1cccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccc(Cl)c2)c1
2.324,2.346,38.04,257.116,2,1,3,OC(Cn1ccnc1)c1ccc(Cl)cc1Cl
1.647,1.153,41.93,269.312,4,1,5,CCO[C@H]1CN(Cc2cccc(F)c2OC)C[C@@H]1O
2.24,2.24,86.66,348.35,7,0,8,CCOC(=O)/C(=C/OC)n1c(COc2ccc(C)cc2C)noc1=O
4.727,4.727,52.6,366.45,4,0,7,CCOC(=O)C1(C(=O)OCC)Cc2ccccc2C(C)(c2ccccc2)C1
2.896,2.896,109.11,433.521,5,2,5,Cc1[nH]c(C(=O)NCc2ccc3c(c2)OCO3)c(C)c1S(=O)(=O)N1CCCCCC1
4.034,4.034,60.34,334.476,3,0,6,Cc1cc(C(C)(C)C)cc(C)c1CS(=O)(=O)CCn1cccn1
2.584,2.584,89.46,453.94,5,0,4,CCC1CN(C(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)c2cc(Cl)ccc2O1
4.43,4.429,93.1,422.546,5,0,7,CCCCN(C)C(=O)CSc1nnc2c3cc(-c4cc(C)ccc4C)nn3ccn12
1.221,1.223,79.25,278.373,3,0,4,CC(c1cncs1)N(C)C(=O)c1cnn(C(C)C)c1
4.934,4.934,73.17,553.444,5,1,7,COc1cc(CN2CCC(NC(=O)c3cc4cc(Br)c5ccccc5c4o3)CC2)cc(OC)c1OC
4.146,4.146,80.29,476.518,7,0,4,COc1c(-c2coc3cc4c(cc3c2=O)CC(OC(C)=O)C(C)(C)O4)ccc2c1C=CC(C)(C)O2
3.226,3.226,51.39,259.304,3,0,2,Cc1cc2c(cc1C)OC(c1nc(N(C)C)no1)C2
3.162,3.134,77.38,332.348,6,2,4,COc1ccc([C@H]2COc3c(ccc(O)c3OC)C2)c(OC)c1O
-0.981,-0.943,87.74,307.345,4,2,5,COc1cc(=O)[nH]cc1C(=O)NCC(C)N1CCCCC1=O
2.537,2.522,50.8,320.427,4,1,5,COc1cc2c(cc1OC)CCN(C(C)C(=O)NC(C)C)CC2
2.267,0.746,130.72,459.585,5,2,8,O=c1ccc(-c2ccc(S(=O)(=O)NCCCN3CCN(c4ccccc4)CC3)s2)n[nH]1
3.489,3.503,107.18,302.418,3,1,3,Cc1ccc(Nc2nc(-c3sc(C)nc3C)cs2)nc1
3.462,3.439,78.09,396.441,3,2,3,CN1C(=O)c2ccccc2C(C(=O)Nc2nc3ccccc3[nH]2)C1c1ccccc1
2.249,2.249,90.3,321.395,5,0,4,CC(=O)c1c(C)cc(C)c(CS(=O)(=O)c2nncn2C)c1C
-0.74,-2.214,98.23,265.222,5,1,1,Cn1c(=O)c2cc(C(=O)O)c(=O)n(C)c2n(C)c1=O
3.044,3.044,47.26,279.336,3,0,2,CC(=O)c1cnc2c(C)c(-c3ccc(C)cc3)nn2c1C
4.123,4.027,25.99,356.48,2,0,7,Cc1cc(C)n(CCCN(C)Cc2cn(C(C)C)c3cc(F)ccc23)n1
2.123,2.123,100.07,329.42,3,2,4,CCc1nc(C)sc1CNC(=O)Nc1ccc2c(cnn2C)c1
4.635,4.635,38.33,301.355,2,1,5,CCC(Oc1ccccc1F)C(=O)Nc1c(C)cccc1C
-0.488,-1.031,105.61,344.411,5,2,3,Cc1cc(C)n2nc(C(=O)N3C[C@@H](N)C[C@H]3C(=O)NC(C)C)cc2n1
2.557,1.986,68.09,352.433,6,1,9,CN(C)CCCNCc1cccc(Oc2nnnn2-c2ccccc2)c1
4.225,4.225,21.26,281.392,1,1,2,COc1ccc(C2(C)CC(C)(C)Nc3ccccc32)cc1
1.982,1.982,91.24,295.293,4,1,5,NC(=O)COc1ccc(-c2nc(-c3ccccc3)no2)cc1
2.796,2.821,67.12,286.288,3,0,2,N#Cc1ccc2ncc(/C=C/c3nc4ccccc4o3)n2c1
1.733,1.733,78.95,419.473,4,1,5,O=C(CCN1C(=O)c2ccccc2N2C(=O)c3ccccc3C12)NCC1CCOCC1
